gemeente;gemeente_id;bureau_id;bureau_label;bureau_zip_opgezocht;Lat;Long;total_counted;cast;percentage_gestemd;percentage_gestemd_95_100;percentage_gestemd_65_95;percentage_gestemd_tot_65;aantal_niet_gestemd;VVD;PvDA;PVV;SP;CDA;D66;CU;GL;SGP;PvdD;50PLUS;OndernemersPartij;VNL (VoorNederland);DENK;Forum voor Democratie;De Burger Beweging;Vrijzinnige Partij;GeenPeil;Piratenpartij;Libertarische Partij (LP);Lokaal in de Kamer;Artikel 1;grootste_partij_w;tweede_grootste_partij_w;derde_grootste_partij_w;grootste_partij;tweede_grootste_partij;derde_grootste_partij;INWONER;MAN;VROUW;INW_014;INW_1524;INW_2544;INW_4564;INW_65PL;P_NL_ACHTG;P_WE_MIG_A;P_NW_MIG_A;AANTAL_HH;TOTHH_EENP;TOTHH_MPZK;HH_EENOUD;HH_TWEEOUD;GEM_HH_GR;WONING;WONVOOR45;WON_4564;WON_6574;WON_7584;WON_8594;WON_9504;WON_0514;WON_1524;P_HUURWON;P_KOOPWON;WON_HCORP;WON_MRGEZ;WON_NBEW;WOZWONING;G_GAS_WON;G_ELEK_WON
Eindhoven;772;0772::SB36;Basisschool Beppino Sarto;5645GC;51,42636897;5,508595866;1157;2856;0,405112045;0;0;1;1699;182;85;156;136;77;176;14;113;1;47;29;0;7;110;11;1;0;1;5;0;0;3;1;6;3;VVD;D66;PVV;20;10;10;;;10;5;;60;;40;10;5;;;;1,8;10;;10;;;;;;;;90;;;;191;1550;2570
Eindhoven;772;0772::SB37;Wijkcentrum 't Akkertje;5645KZ;51,41938093;5,504979061;1139;3781;0,301243057;0;0;1;2642;147;63;217;168;67;148;3;148;1;70;46;0;2;32;14;2;0;0;8;0;0;1;3;4;6;PVV;SP;D66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB38;Basisschool De Regenboog;5643CJ;51,42131602;5,496744551;1211;3056;0,396269634;0;0;1;1845;194;58;115;139;84;180;20;213;0;83;28;3;7;53;10;1;0;2;14;0;1;3;8;1;6;GL;VVD;D66;20;15;;;5;10;;;30;40;;15;10;;;;1,2;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB39;Basisschool De Talisman;5644PK;51,42211501;5,489740997;1234;3120;0,395512821;0;0;1;1886;219;83;96;120;66;248;12;220;0;76;22;1;0;39;22;0;0;0;7;0;1;1;6;8;1;D66;GL;VVD;55;30;30;;20;10;10;15;90;;10;40;30;10;;;1,4;25;15;;;;;;10;;80;20;15;;;188;1220;2640
Eindhoven;772;0772::SB41;Parktheater;5615CN;51,42914541;5,484415516;994;2426;0,409727947;0;0;1;1432;312;49;49;47;80;223;9;135;1;47;13;0;0;3;14;0;0;1;8;0;0;3;1;6;8;VVD;D66;GL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB42;recreatieruimte Hof van Eden;5615GJ;51,43321667;5,473871221;1398;1630;0,857668712;0;1;0;232;285;118;64;122;84;308;17;274;1;61;27;0;1;6;19;1;0;1;5;1;0;2;6;1;8;D66;VVD;GL;50;20;35;;;;20;30;80;10;;40;30;10;;;1,3;50;15;;;;35;;;;70;30;35;50;10;161;940;2030
Eindhoven;772;0772::SB47;Genderhof;5653ND;51,42030673;5,434576962;1040;2622;0,396643783;0;0;1;1582;160;58;124;155;116;134;20;135;6;40;40;0;7;5;24;3;1;2;4;0;1;1;1;4;8;VVD;SP;GL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB48;Basisschool Karel de Grote;5653BB;51,42412059;5,451434405;1396;1621;0,861196792;0;1;0;225;148;65;261;207;89;147;31;178;2;68;61;0;6;91;18;4;0;0;10;0;2;3;3;4;8;PVV;SP;GL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB49;Vitalis Engelsbergen;5616EE;51,43146671;5,458223446;1009;1382;0,730101302;0;1;0;373;157;50;101;141;87;146;10;150;1;60;44;2;2;31;11;1;1;1;7;1;3;0;1;8;6;VVD;GL;D66;280;90;195;;;;10;275;80;20;0;220;170;50;;;1,2;235;;120;;;;;80;35;60;;105;235;10;;470;1500
Eindhoven;772;0772::SB51;Summa College Welzijn;5616EA;51,4351093;5,464428292;875;2806;0,311831789;0;0;1;1931;177;56;54;84;56;164;13;166;0;47;17;0;0;19;15;0;1;1;3;0;2;0;1;8;6;VVD;GL;D66;5;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB52;Basisschool Trudo;5616GB;51,43978821;5,454242092;1221;2737;0,446108878;0;0;1;1516;205;57;172;145;85;217;11;156;3;59;50;2;5;8;26;1;2;1;13;0;1;1;6;1;3;D66;VVD;PVV;30;20;10;;;5;10;5;80;;;20;15;;;;1,4;20;5;;;;15;;;;30;70;5;15;;;830;1940
Eindhoven;772;0772::SB53;Gemeenschapshuis de Lievendaal;5652SB;51,44298379;5,43460779;721;1468;0,491144414;0;0;1;747;90;25;171;148;50;89;12;55;0;14;26;0;2;14;13;2;0;0;7;0;0;2;3;4;1;PVV;SP;VVD;25;10;15;;;5;10;;40;20;40;15;5;;;;1,9;15;;15;;;;;;;;;;;;152;1160;3000
Eindhoven;772;0772::SB56;basisschool De Boschuil;5629MK;51,48708453;5,476695149;1074;2786;0,385498923;0;0;1;1712;358;51;115;95;113;151;15;62;4;29;36;0;1;11;25;0;0;0;7;0;0;0;1;6;3;VVD;D66;PVV;155;75;75;35;20;35;55;10;80;10;10;50;;10;;35;3,1;50;;;;;;50;;;;100;;;;275;1280;3930
Eindhoven;772;0772::SB58;Basisschool de Vuurvlinder;5629NC;51,49129717;5,479839949;897;2348;0,382027257;0;0;1;1451;289;38;98;66;90;135;16;72;1;24;16;1;4;16;28;0;0;0;2;0;0;0;1;6;3;VVD;D66;PVV;100;55;50;25;15;25;35;;80;10;10;30;;5;;25;3,2;30;;;;;;30;;;;100;;;;259;1290;4110
Eindhoven;772;0772::SB59;Basisschool De reis van Brandaan;5646JD;51,41746907;5,511927592;1316;1532;0,859007833;0;1;0;216;352;79;114;101;142;242;18;144;4;30;47;1;7;11;19;1;0;0;2;0;0;0;1;6;8;VVD;D66;GL;50;25;30;;10;;30;10;90;10;;20;;10;;5;2,5;20;;;;;20;;;;;100;;;;306;1590;4000
Eindhoven;772;0772::SB62;De Hangar;5658LA;51,44273703;5,411201661;1332;2555;0,521330724;0;0;1;1223;375;76;157;111;126;208;27;109;1;33;53;1;6;15;18;2;0;0;9;0;1;2;1;6;3;VVD;D66;PVV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB65;Nat Lab;5616LZ;51,44548224;5,455746432;1841;2015;0,913647643;0;1;0;174;310;82;115;162;76;461;22;367;3;128;23;1;4;12;36;2;0;1;29;0;0;4;6;8;1;D66;GL;VVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB66;B&O gebouw;5624BE;51,4637149;5,457297543;920;1;1;1;0;0;0;115;53;153;129;53;122;16;113;5;41;32;0;7;56;10;0;0;0;8;0;2;4;3;4;6;PVV;SP;D66;15;10;5;;;15;;;80;;;10;10;;;;1,4;10;;;;;;;10;;;;;10;;167;660;1750
Eindhoven;772;0772::SB67;SociÃ«teit Het Struikske;5652GM;51,43961772;5,442845301;655;1308;0,500764526;0;0;1;653;60;43;118;115;45;71;8;80;9;39;36;0;2;14;9;0;0;1;2;0;1;0;3;4;8;PVV;SP;GL;15;5;10;;;;5;10;;;;10;5;;;;1,4;15;;;;5;;;10;;70;;10;15;5;181;830;2120
Eindhoven;772;0772::SB68;Stadhuis;5611EM;51,43548777;5,480619365;1019;1;1;1;0;0;0;251;44;75;62;63;208;8;162;1;58;20;0;5;16;30;1;0;3;8;0;1;1;1;6;8;VVD;D66;GL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB69;Basisschool De Driestam;5612AD;51,45189397;5,476170173;701;1;1;1;0;0;0;102;28;79;72;46;129;8;94;0;41;20;0;4;57;10;0;0;0;6;0;0;2;6;1;8;D66;VVD;GL;40;30;10;;25;10;10;;60;20;20;35;30;;;;1,2;10;10;;;;;;;;60;40;;;;172;1810;3610
Eindhoven;772;0772::SB70;Basisschool Fellenoord;5612WS;51,44613975;5,471578532;1067;1;1;1;0;0;0;140;54;124;139;67;170;12;156;2;56;30;0;4;73;24;0;0;0;14;0;0;1;6;8;1;D66;GL;VVD;45;15;25;;;;10;30;80;10;;30;15;10;;;1,5;30;;;;;;30;;;;;;30;;;790;1990
Eindhoven;772;0772::SB71;Buurtinfowinkel Woensel-West;5621HB;51,45336567;5,461806604;948;1;1;1;0;0;0;115;55;100;90;37;159;14;186;1;64;22;0;5;63;19;0;0;1;11;0;0;4;8;6;1;GL;D66;VVD;35;15;20;5;;25;;;60;;30;20;10;5;;;1,9;20;;;;;;;15;;;90;;5;;191;800;2890
Eindhoven;772;0772::SB72;Vitalis De Horst;5623DC;51,45440988;5,473377301;822;1;1;1;0;0;0;117;54;121;97;112;104;13;63;0;17;51;2;2;49;14;0;0;0;2;2;1;1;3;1;5;PVV;VVD;CDA;150;45;100;;;;;145;90;10;;115;85;25;;;1,2;115;;;;;;115;;;90;;;115;;;1010;2100
Eindhoven;772;0772::SB73;Basisschool Atalanta;5622CL;51,46098849;5,465472354;1345;1;1;1;0;0;0;164;56;211;188;115;153;14;120;1;40;56;1;7;188;17;1;0;1;6;1;1;2;3;4;4;PVV;SP;SP;65;40;30;10;5;30;10;10;40;20;40;30;15;5;;10;2,2;25;;25;;;;;;;30;70;10;;;182;1580;3180
Eindhoven;772;0772::SB74;Ontmoetingsruimte Pieter Eiffhuis;5624DH;51,47165009;5,454418354;1078;1;1;1;0;0;0;216;42;183;144;130;107;31;75;5;38;65;1;2;10;22;1;0;0;3;0;2;1;1;3;4;VVD;PVV;SP;150;50;100;;;;20;125;90;10;0;120;95;30;;;1,2;125;;;;125;;;;;90;10;115;125;;;1010;1580
Eindhoven;772;0772::SB75;Vrijetijdsaccommodatie De Mortel;5627DX;51,48907334;5,444815189;1009;1;1;1;0;0;0;189;54;158;116;114;126;22;89;1;28;51;2;8;9;26;2;1;0;8;1;0;1;1;3;6;VVD;PVV;D66;35;20;15;5;;5;20;;90;;;15;;5;;5;2,8;15;;;;10;;;;;;100;;;;211;1180;3730
Eindhoven;772;0772::SB76;Gymzaal Bordeauxlaan;5627GT;51,48127192;5,44669439;755;1;1;1;0;0;0;129;33;135;122;48;87;19;71;0;36;30;3;3;10;19;0;0;2;5;0;0;0;3;1;4;PVV;VVD;SP;55;30;30;15;5;15;15;5;60;20;20;20;;5;;10;2,8;20;;;;20;;;;;30;70;5;;;196;1360;2890
Eindhoven;772;0772::SB77;Service/verzorgingscentrum Antonius;5626BH;51,4812795;5,429226918;1143;1;1;1;0;0;0;353;43;155;82;175;133;25;67;0;24;50;2;4;2;22;0;0;0;2;1;1;0;1;5;3;VVD;CDA;PVV;50;15;40;;;;;50;90;;;25;25;;;;1,1;30;;;;;30;;;;100;;;30;;;820;1790
Eindhoven;772;0772::SB79;Ontmoetingscentrum Vivaldi;5628VH;51,48149469;5,480675443;623;1;1;1;0;0;0;86;32;96;100;97;60;14;35;1;17;50;0;4;19;8;0;1;1;2;0;0;0;4;5;3;SP;CDA;PVV;20;10;10;;;;;15;80;;;15;15;;;;1,2;15;;;15;;;;;;;;;15;;;1020;1710
Eindhoven;772;0772::SB80;Basisschool Cornelis Jetses;5625RA;51,47114305;5,480284857;883;1;1;1;0;0;0;121;41;125;129;90;96;7;88;2;19;41;2;2;101;9;0;1;2;3;0;0;2;4;3;1;SP;PVV;VVD;60;30;30;15;10;15;15;;30;;70;20;5;;;10;2,6;20;;;20;;;;;;;;;;;174;1260;2620
Eindhoven;772;0772::SB81;Basisschool de Korenaar;5625CV;51,47005945;5,46820066;898;1;1;1;0;0;0;88;45;158;147;87;87;19;79;7;29;44;1;3;86;15;0;0;0;2;0;0;0;3;4;1;PVV;SP;VVD;55;25;25;15;5;15;10;5;30;10;60;25;10;;5;5;2,3;25;;;20;;;;;;;;;;;173;1220;2320
Eindhoven;772;0772::SB82;Vitalis Brunswijck;5623KM;51,46679692;5,478241168;1092;1;1;1;0;0;0;151;52;182;160;107;139;21;101;1;37;63;0;5;49;15;0;0;1;4;0;1;2;3;4;1;PVV;SP;VVD;110;40;70;;;25;10;75;80;10;10;40;20;15;;;1,5;45;;;;;;;45;;90;;40;45;;239;610;2170
Eindhoven;772;0772::SB83;Archipel Landrijt;5623ME;51,4602563;5,483643424;784;1;1;1;0;0;0;102;37;142;131;73;106;12;62;1;28;32;0;0;24;21;0;0;0;8;0;1;1;3;4;6;PVV;SP;D66;90;60;35;;;;35;50;70;20;10;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB84;Basisschool Wethouder van Eupen;5631JM;51,46422282;5,490310934;984;1;1;1;0;0;0;219;55;99;112;92;152;19;117;1;37;39;0;3;19;12;0;0;1;3;0;0;1;1;6;8;VVD;D66;GL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB85;Buurthuis de Boemerang;5632DG;51,47136457;5,49524576;868;1;1;1;0;0;0;158;45;106;99;102;111;21;82;4;20;41;0;2;53;13;0;0;1;6;0;1;1;1;6;3;VVD;D66;PVV;15;10;10;;;10;;5;60;;40;10;5;;;;1,4;10;;;10;;;;;;;;;10;;132;760;1500
Eindhoven;772;0772::SB86;Buurthuis de Boemerang;5632DG;51,47136457;5,49524576;1058;1;1;1;0;0;0;190;56;169;142;103;127;31;95;1;19;53;0;2;48;15;0;0;1;5;0;0;0;1;3;4;VVD;PVV;SP;15;10;10;;;10;;5;60;;40;10;5;;;;1,4;10;;;10;;;;;;;;;10;;132;760;1500
Eindhoven;772;0772::SB87;Ontmoetingscentrum de Cabine;5632KE;51,47758455;5,49874288;1134;1;1;1;0;0;0;142;49;187;157;120;129;40;108;1;39;59;0;4;62;22;0;1;0;10;1;0;1;3;4;1;PVV;SP;VVD;65;25;40;20;5;15;15;10;20;20;60;25;5;;10;5;2,6;25;;;25;;;;;;;;;;;175;1480;2690
Eindhoven;772;0772::SB88;Basisschool Louis Buelens;5632PD;51,48219021;5,496458995;1237;1;1;1;0;0;0;253;83;197;143;145;166;20;114;5;26;43;0;3;12;19;0;0;0;2;0;1;0;1;3;6;VVD;PVV;D66;75;45;30;15;10;10;30;10;70;20;10;25;5;5;;15;2,8;25;;;15;10;;;;;;90;;;;247;1990;4250
Eindhoven;772;0772::SB89;Basisschool De Driesprong;5642GP;51,44113713;5,50902841;932;1;1;1;0;0;0;93;39;135;111;68;137;7;127;1;45;27;3;4;95;17;1;1;0;12;2;1;1;6;3;8;D66;PVV;GL;30;15;15;;;5;15;5;50;;50;15;5;;;5;1,9;15;;10;;5;;;;;70;30;10;;;168;1190;2150
Eindhoven;772;0772::SB90;Vitalis Berckelhof;5642MH;51,43887866;5,518010445;977;1;1;1;0;0;0;135;43;134;110;81;160;17;105;1;38;37;3;6;77;14;1;3;1;7;0;0;4;6;1;3;D66;VVD;PVV;250;95;155;5;5;10;20;205;80;10;10;165;135;25;;;1,2;230;;10;;90;;;130;;60;;130;220;25;;580;2090
Eindhoven;772;0772::SB91;Activiteitencentrum Orka;5641PC;51,44486098;5,521432764;1048;1;1;1;0;0;0;113;69;155;168;62;130;19;148;5;57;36;2;9;26;36;0;1;1;9;0;0;2;4;3;8;SP;PVV;GL;25;15;10;;5;5;10;;90;;;10;;;;5;2,5;10;;;10;;;;;;;100;;;;183;1710;3800
Eindhoven;772;0772::SB92;Spilcentrum de Boog;5641AC;51,44960303;5,515132931;1205;1;1;1;0;0;0;269;77;137;127;148;142;23;123;2;37;48;0;0;45;13;0;0;2;5;0;0;3;1;5;6;VVD;CDA;D66;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB93;Vitalis Wilgenhof;5614AD;51,42950317;5,49052449;1060;1;1;1;0;0;0;201;72;56;83;99;230;7;196;1;50;37;5;1;1;13;0;0;1;6;0;0;0;6;1;8;D66;VVD;GL;120;55;65;20;10;25;10;50;80;10;0;70;45;15;;10;1,7;60;10;;;;;;50;;70;30;;40;;;1070;2630
Eindhoven;772;0772::SB94;Basisschool 'De Wilakkers';5614CM;51,42709602;5,497798089;1023;1;1;1;0;0;0;206;47;72;96;84;238;12;158;0;53;26;1;2;12;8;0;0;1;3;0;0;1;6;1;8;D66;VVD;GL;55;25;30;10;15;15;10;;80;10;;25;15;;;10;2;20;;15;;;;;;;30;70;;;;257;2050;3330
Eindhoven;772;0772::SB95;Basisschool Beppino Sarto;5645GC;51,42636897;5,508595866;1052;1;1;1;0;0;0;186;61;143;119;68;140;15;140;2;45;23;2;6;71;15;1;1;0;8;0;0;4;1;3;6;VVD;PVV;D66;20;10;10;;;10;5;;60;;40;10;5;;;;1,8;10;;10;;;;;;;;90;;;;191;1550;2570
Eindhoven;772;0772::SB96;Wijkcentrum 't Akkertje;5645KZ;51,41938093;5,504979061;1043;1;1;1;0;0;0;141;64;177;131;51;120;13;145;0;69;49;0;0;57;10;0;1;1;11;0;0;1;3;8;1;PVV;GL;VVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB97;Basisschool De Regenboog;5643CJ;51,42131602;5,496744551;1136;1;1;1;0;0;0;169;68;115;141;80;173;14;173;5;84;29;4;7;41;19;1;1;0;10;0;0;1;6;6;1;D66;D66;VVD;20;15;;;5;10;;;30;40;;15;10;;;;1,2;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB98;Basisschool De Talisman;5644PK;51,42211501;5,489740997;1411;1;1;1;0;0;0;273;108;94;128;91;289;14;254;0;78;18;2;3;27;10;2;0;2;10;0;1;1;6;1;8;D66;VVD;GL;55;30;30;;20;10;10;15;90;;10;40;30;10;;;1,4;25;15;;;;;;10;;80;20;15;;;188;1220;2640
Eindhoven;772;0772::SB99;Parktheater;5615CN;51,42914541;5,484415516;1032;1;1;1;0;0;0;343;66;56;40;91;213;3;141;1;34;8;1;2;0;20;1;1;1;6;3;0;0;1;6;8;VVD;D66;GL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB100;Wijkcentrum de Dommel;5654DD;51,41993216;5,460233135;700;1;1;1;0;0;0;68;40;173;100;30;66;8;60;1;23;28;0;2;83;11;1;1;0;1;0;0;2;3;4;14;PVV;SP;DENK;45;35;10;5;15;10;10;;60;;40;30;15;;;;1,6;20;;15;;;;;;;;;;;;144;1250;2260
Eindhoven;772;0772::SB103;Genderhof;5653ND;51,42030673;5,434576962;888;1;1;1;0;0;0;163;46;111;132;98;145;17;72;0;27;44;0;3;3;19;1;0;0;5;0;0;0;1;6;4;VVD;D66;SP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB104;Vitalis Vonderhof;5616TG;51,4381685;5,468379627;838;1;1;1;0;0;0;186;58;64;68;38;155;2;152;4;58;14;0;3;9;19;0;1;1;5;1;0;0;1;6;8;VVD;D66;GL;95;30;65;;;;5;90;80;10;;30;25;;;;1,1;40;;;;;40;;;;;;;40;10;;;
Eindhoven;772;0772::SB105;Summa College Welzijn;5616EA;51,4351093;5,464428292;1086;1;1;1;0;0;0;225;75;82;113;49;214;9;175;2;55;33;3;1;20;20;1;0;0;4;0;0;2;1;6;8;VVD;D66;GL;5;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB106;Gemeenschapshuis de Lievendaal;5652SB;51,44298379;5,43460779;791;1;1;1;0;0;0;96;32;169;160;50;90;11;52;1;30;38;1;3;22;24;2;1;0;3;0;3;1;3;4;1;PVV;SP;VVD;25;10;15;;;5;10;;40;20;40;15;5;;;;1,9;15;;15;;;;;;;;;;;;152;1160;3000
Eindhoven;772;0772::SB107;Vrijetijdsaccommodatie De Mortel;5627DX;51,48907334;5,444815189;1108;1;1;1;0;0;0;228;39;187;146;106;125;21;110;2;37;66;2;8;5;20;0;0;0;5;0;0;0;1;3;4;VVD;PVV;SP;35;20;15;5;;5;20;;90;;;15;;5;;5;2,8;15;;;;10;;;;;;100;;;;211;1180;3730
Eindhoven;772;0772::SB108;Basisschool De Boschuil;5629MK;51,48708453;5,476695149;982;1;1;1;0;0;0;335;38;119;87;110;133;16;53;0;18;28;1;4;13;19;0;0;0;6;0;0;0;1;6;3;VVD;D66;PVV;155;75;75;35;20;35;55;10;80;10;10;50;;10;;35;3,1;50;;;;;;50;;;;100;;;;275;1280;3930
Eindhoven;772;0772::SB110;Basisschool de Vuurvlinder;5629NC;51,49129717;5,479839949;1032;1;1;1;0;0;0;334;47;114;85;94;178;5;51;3;33;35;4;7;12;24;0;0;0;5;0;0;0;1;6;3;VVD;D66;PVV;100;55;50;25;15;25;35;;80;10;10;30;;5;;25;3,2;30;;;;;;30;;;;100;;;;259;1290;4110
Eindhoven;772;0772::SB111;Basisschool Trudo;5616GB;51,43978821;5,454242092;1249;1;1;1;0;0;0;203;68;175;166;79;198;13;176;2;52;45;2;6;21;24;2;0;2;9;0;0;2;1;6;8;VVD;D66;GL;30;20;10;;;5;10;5;80;;;20;15;;;;1,4;20;5;;;;15;;;;30;70;5;15;;;830;1940
Eindhoven;772;0772::SB112;De Hangar;5658LA;51,44273703;5,411201661;1270;1;1;1;0;0;0;348;64;153;125;119;195;20;111;1;29;52;0;2;13;23;0;1;1;10;1;1;1;1;6;3;VVD;D66;PVV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB114;de Bibliotheek;5611AZ;51,43944272;5,475413124;1401;1008;1;1;0;0;0;324;83;78;81;58;355;11;226;1;84;35;4;4;6;34;2;0;1;8;1;0;3;6;1;8;D66;VVD;GL;145;85;60;10;5;85;30;15;40;30;30;90;50;30;;10;1,6;100;;;;;;95;;;60;40;;100;15;309;0;3430
Eindhoven;772;0772::SB117;Eindhovens Studenten Corps;5611EG;51,43803786;5,481477332;935;1761;0,530948325;0;0;1;826;238;39;44;49;59;256;18;131;1;46;13;0;4;4;20;2;0;0;8;0;0;2;6;1;8;D66;VVD;GL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB119;Basisschool Strijp Dorp;5651EN;51,44651023;5,440377897;495;1255;0,394422311;0;0;1;760;91;23;85;59;19;81;9;57;2;16;17;0;1;21;10;0;0;0;3;0;1;0;1;3;6;VVD;PVV;D66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB120;Station NS Noordzijde;5611AD;51,44359167;5,47908264;1469;1;1;1;0;0;0;247;61;57;106;68;440;17;283;1;75;7;1;2;41;32;1;0;1;16;0;1;7;6;8;1;D66;GL;VVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eindhoven;772;0772::SB121;Eindhoven Airport;5657EA;51,45792499;5,393696322;388;1;1;1;0;0;0;100;25;24;22;20;92;6;52;0;19;1;0;3;7;13;0;0;0;4;0;0;0;1;6;8;VVD;D66;GL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elburg;230;0230::SB1;Gemeentehuis Oostendorp;8081LA;52,44202109;5,855960453;1334;1540;0,866233766;0;1;0;206;225;35;107;49;299;56;290;26;182;9;16;2;5;0;24;0;0;1;1;0;0;2;5;7;1;CDA;CU;VVD;60;30;25;10;10;10;20;10;100;;;20;;5;;10;2,8;20;10;;;;;;;;;80;;;;317;2370;4400
Elburg;230;0230::SB2;Het Nieuwe Feithenhof;8081BV;52,44546807;5,833403123;1178;2098;0,561487131;0;0;1;920;265;32;107;56;238;66;188;40;130;16;26;0;1;1;7;0;0;0;1;0;1;0;1;5;7;VVD;CDA;CU;145;45;100;;;10;10;115;100;0;;45;30;10;;;1,5;125;10;;;;70;40;;;40;10;40;115;10;;1430;2260
Elburg;230;0230::SB3;Kulturhus 't Huiken;8081VS;52,44600105;5,846317921;1660;1868;0,888650964;0;1;0;208;272;28;213;101;380;87;296;73;94;26;56;2;2;0;17;1;0;2;4;0;0;0;5;7;1;CDA;CU;VVD;25;10;15;;;;5;15;80;20;;15;10;5;;;1,6;15;;10;;;;;;;80;;10;;;191;1410;1920
Elburg;230;0230::SB4;Muziekschool De Spelerij;8081JS;52,4505786;5,854039717;1494;1644;0,908759124;0;1;0;150;192;53;186;133;308;99;252;47;128;17;48;0;7;0;19;0;0;1;1;0;0;0;5;7;1;CDA;CU;VVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elburg;230;0230::SB5;Verpleeghuis De Voord;8081DL;52,44673536;5,854943112;1558;1902;0,81913775;0;1;0;344;259;33;151;91;330;71;370;56;116;17;36;1;6;0;13;1;0;0;1;0;1;1;7;5;1;CU;CDA;VVD;125;50;75;5;5;10;15;85;90;10;;25;15;5;;5;2;25;;;;10;;;15;;60;40;;15;;183;1200;2550
Elburg;230;0230::SB6;Dorpshuis De Deel;8085AP;52,41901057;5,816367128;1317;1912;0,688807531;0;1;0;595;120;11;101;20;212;37;198;14;551;17;16;0;2;1;8;1;1;0;2;0;0;1;9;5;7;SGP;CDA;CU;40;15;20;15;;10;;10;100;;;15;5;;;5;2,4;15;;5;5;;;;;;60;40;10;;;200;1480;2120
Elburg;230;0230::SB7;Dorpshuis Ons Huus;8085PE;52,42906527;5,837274971;1057;1509;0,700463883;0;1;0;452;121;15;88;26;133;38;182;16;394;13;15;0;6;0;5;0;0;1;2;0;0;0;9;7;5;SGP;CU;CDA;75;35;40;15;10;20;20;5;100;;;25;;5;;10;3,2;25;10;5;5;;;;;;;90;;;;297;2210;4080
Elburg;230;0230::SB8;Wijkontmoetingscentrum Jeanne d'Arc;8084VP;52,41453642;5,879224149;1185;1595;0,742946708;0;1;0;410;220;53;130;53;244;81;222;35;78;24;30;0;1;0;7;0;0;0;1;2;0;1;5;7;1;CDA;CU;VVD;20;10;10;;;;5;10;100;;;10;;5;;;1,8;15;;;;;;;10;;40;60;;;;233;1720;2930
Elburg;230;0230::SB9;Zorgcentrum Mariposa;8084VB;52,41594722;5,882415105;1549;1655;0,935951662;0;1;0;106;288;53;152;92;279;70;287;64;160;23;35;0;3;0;25;1;1;0;10;0;0;1;1;7;5;VVD;CU;CDA;95;35;60;20;5;15;10;50;100;;;15;;;;10;3,3;60;;5;10;;45;;;;;20;;45;5;;1830;3330
Elburg;230;0230::SB10;M.F.C. Aperloo;8084PH;52,4224539;5,864862946;1482;1593;0,930320151;0;1;0;111;229;47;199;83;286;65;240;50;193;26;43;1;4;0;6;1;0;0;1;1;1;0;5;7;1;CDA;CU;VVD;25;15;15;5;;;10;5;90;;;10;;;;5;2,5;10;5;;;;;;;;;70;;;;369;2820;3040
Elburg;230;0230::SB11;Mobiel 1;8085AP;52,41901057;5,816367128;527;0;1;1;0;0;0;112;16;54;24;105;37;81;12;54;12;10;0;3;0;6;0;0;0;1;0;0;0;1;5;7;VVD;CDA;CU;40;15;20;15;;10;;10;100;;;15;5;;;5;2,4;15;;5;5;;;;;;60;40;10;;;200;1480;2120
Emmen;114;0114::SB1;Gemeentehuis Locatie 1;7811AP;52,78453079;6,893599335;1019;940;1;1;0;0;0;257;93;145;83;130;92;42;69;7;16;45;1;2;0;32;1;0;1;3;0;0;0;1;3;5;VVD;PVV;CDA;;;;;;;;;;;;10;5;;;;1,3;10;;;;;;10;;;;;;10;;154;1110;1900
