gemeente;gemeente_id;bureau_id;bureau_label;bureau_zip_opgezocht;Lat;Long;total_counted;cast;percentage_gestemd;percentage_gestemd_95_100;percentage_gestemd_65_95;percentage_gestemd_tot_65;aantal_niet_gestemd;VVD;PvDA;PVV;SP;CDA;D66;CU;GL;SGP;PvdD;50PLUS;OndernemersPartij;VNL (VoorNederland);DENK;Forum voor Democratie;De Burger Beweging;Vrijzinnige Partij;GeenPeil;Piratenpartij;Libertarische Partij (LP);Lokaal in de Kamer;Artikel 1;grootste_partij_w;tweede_grootste_partij_w;derde_grootste_partij_w;grootste_partij;tweede_grootste_partij;derde_grootste_partij;INWONER;MAN;VROUW;INW_014;INW_1524;INW_2544;INW_4564;INW_65PL;P_NL_ACHTG;P_WE_MIG_A;P_NW_MIG_A;AANTAL_HH;TOTHH_EENP;TOTHH_MPZK;HH_EENOUD;HH_TWEEOUD;GEM_HH_GR;WONING;WONVOOR45;WON_4564;WON_6574;WON_7584;WON_8594;WON_9504;WON_0514;WON_1524;P_HUURWON;P_KOOPWON;WON_HCORP;WON_MRGEZ;WON_NBEW;WOZWONING;G_GAS_WON;G_ELEK_WON
Meierijstad;1948;1948::SB203;Basisschool Dommelrode;5492BJ;51,56030508;5,457720855;838;1248;0,671474359;0;1;0;410;260;28;68;72;149;123;7;69;0;21;19;3;7;3;5;0;0;1;2;0;0;0;1;5;6;VVD;CDA;D66;30;15;20;;;5;5;15;80;;;20;10;5;;;1,7;15;10;5;;;;;;;50;40;5;;;244;1410;2410
Meierijstad;1948;1948::SB204;De Goede Herder;5491EB;51,56987374;5,467985572;1142;1572;0,726463104;0;1;0;430;318;38;179;158;195;104;4;67;2;12;40;1;6;7;9;0;0;0;2;0;0;0;1;5;3;VVD;CDA;PVV;40;20;15;5;;15;5;5;80;20;;25;15;;;5;1,7;25;;;25;;;;;;70;30;5;15;;160;1380;2780
Meierijstad;1948;1948::SB205;Basisschool Eerschot;5491AB;51,56747482;5,472267977;1030;1181;0,872142252;0;1;0;151;367;27;87;109;226;104;5;51;2;10;25;1;1;0;8;0;0;1;2;0;3;1;1;5;4;VVD;CDA;SP;50;25;25;5;;20;10;10;90;;10;25;10;10;;5;2;25;5;;;;;10;10;;50;50;10;;;272;1540;3350
Meierijstad;1948;1948::SB206;Kantine brandweerkazerne;5491GD;51,56962063;5,459933823;1646;1713;0,960887332;1;0;0;67;467;56;125;230;275;226;8;135;1;36;55;2;0;1;18;0;0;0;9;0;1;0;1;5;4;VVD;CDA;SP;40;20;20;10;;15;10;;100;;;15;10;;;5;2,2;15;;;15;;;;;;;90;;;;206;1360;3350
Meierijstad;1948;1948::SB207;Basisschool Kienehoef;5491JD;51,57481686;5,456931854;1531;1672;0,915669856;0;1;0;141;341;73;182;282;206;193;8;132;3;33;26;2;6;9;21;0;0;3;3;0;0;0;1;4;5;VVD;SP;CDA;90;45;45;25;10;25;25;10;100;;;35;5;10;;15;2,8;35;;;;35;;;;;40;60;15;;;208;1170;3060
Meierijstad;1948;1948::SB208;De Meidoorn;5492EC;51,55100515;5,422512617;925;1125;0,822222222;0;1;0;200;257;29;111;114;175;96;12;40;0;22;37;3;7;0;13;0;1;0;4;0;3;0;1;5;4;VVD;CDA;SP;25;10;15;5;;5;5;10;90;;;15;;5;;;2,1;15;;;10;;;;;;40;60;;;;219;1220;3330
Meierijstad;1948;1948::SB209;MFA De Loop'r;5491XP;51,58122133;5,405175837;679;823;0,825030377;0;1;0;144;232;12;58;62;174;70;5;24;0;9;14;6;3;0;6;0;0;0;2;2;0;0;1;5;6;VVD;CDA;D66;40;25;20;5;5;10;10;5;100;;;15;;5;;5;2,6;20;;5;5;;;;;;30;70;;;;383;2250;4070
Meierijstad;1948;1948::SB210;Zalencentrum De Beckart;5492HT;51,55186711;5,480880755;1639;1942;0,843975283;0;1;0;303;414;53;227;178;394;152;7;63;4;53;49;5;4;0;22;1;0;0;5;1;3;0;1;5;3;VVD;CDA;PVV;30;15;10;;;5;10;10;100;;;10;;5;;;2,3;15;5;;;;;;;;;80;;;;311;1910;3520
Menterwolde;1987;1987::SB1;Gemeentehuis;9649GR;53,1350114;6,870488992;1258;1335;0,942322097;0;1;0;77;157;134;262;229;100;100;61;78;6;40;50;1;4;6;19;2;0;0;4;1;3;0;3;4;1;PVV;SP;VVD;40;25;15;5;5;10;15;5;100;;;15;;;;10;2,4;15;5;;;5;;;;;;80;;;;129;1940;3310
Menterwolde;1987;1987::SB6;Dorpshuis Meeden;9651BW;53,13904751;6,930148401;1114;1352;0,823964497;0;1;0;238;132;100;149;249;151;99;24;75;0;31;62;2;5;0;19;3;1;0;3;0;6;2;4;5;3;SP;CDA;PVV;40;20;20;5;;10;15;5;100;;;20;5;10;;;2;20;;;;20;;;;;70;40;15;;;107;1750;2450
Meppel;119;0119::SB1;Stadhuis;7941BJ;52,69824907;6,188029601;1533;1526;1;1;0;0;0;314;165;162;202;179;147;77;132;7;36;51;1;7;18;19;0;0;3;8;1;2;0;1;4;5;VVD;SP;CDA;20;10;10;;;5;;5;80;;;10;5;;;;1,9;10;;;;;;;;;;;;5;;142;;
Meppel;119;0119::SB2;Openbare Bibliotheek Meppel;7941KP;52,69815473;6,195656243;970;1084;0,894833948;0;1;0;114;214;74;109;134;111;77;41;91;7;36;40;3;2;3;20;2;0;0;4;1;1;0;1;4;5;VVD;SP;CDA;30;15;15;;5;5;15;;100;;;15;10;5;;;1,6;30;10;10;;;10;;;;50;50;15;15;5;139;1110;1590
Meppel;119;0119::SB3;Oosterboerschool;7943CV;52,69531042;6,217552873;916;1288;0,711180124;0;1;0;372;215;81;51;66;118;130;79;100;4;23;16;2;5;0;19;0;0;0;3;1;1;0;1;6;5;VVD;D66;CDA;25;10;15;10;;10;;;100;;;10;;;;5;2,9;10;;;;10;;;;;;;;;;157;1460;2800
Meppel;119;0119::SB4;School de Toermalijn;7941JC;52,69321872;6,193701875;890;1387;0,641672675;0;0;1;497;258;55;59;74;85;151;23;98;1;29;22;6;3;0;23;1;0;0;1;0;0;0;1;6;8;VVD;D66;GL;25;10;15;;;10;5;;90;;;10;;;;;2,2;10;10;;;;;;;;;90;;;;174;1560;2590
Meppel;119;0119::SB5;Wooncentrum Meeuwenborgh;7943BA;52,69387553;6,201504682;433;567;0,76366843;0;1;0;134;61;41;81;86;33;27;22;36;2;9;18;1;2;4;5;0;0;1;2;0;0;0;4;3;1;SP;PVV;VVD;115;45;70;10;;10;30;65;90;10;;75;45;20;;5;1,5;80;;15;;;65;;;;80;20;65;65;5;136;1170;3230
Meppel;119;0119::SB6;Woon-zorgcentrum Irene;7941ES;52,69107168;6,188428693;926;1177;0,786745964;0;1;0;251;278;72;68;63;132;106;47;87;1;31;20;0;0;0;17;0;0;1;3;0;0;0;1;5;6;VVD;CDA;D66;55;10;45;;;;;55;90;;;;;;;;;60;;;;;;60;;;;;;60;10;;;
Meppel;119;0119::SB7;Brandweerkazerne;7942HB;52,70395967;6,18689638;1003;1222;0,820785597;0;1;0;219;160;49;168;150;89;92;59;92;8;34;39;4;6;10;32;0;0;0;1;0;5;0;3;1;4;PVV;VVD;SP;30;15;15;5;;15;10;;100;;;15;5;;;;1,9;;;;;;;;;;;;;;;;;
Meppel;119;0119::SB8;Anne Frankschool;7943CV;52,69531042;6,217552873;1237;1510;0,819205298;0;1;0;273;227;78;102;154;193;151;98;109;8;40;43;1;7;4;15;1;0;1;2;0;1;0;1;5;4;VVD;CDA;SP;25;10;15;10;;10;;;100;;;10;;;;5;2,9;10;;;;10;;;;;;;;;;157;1460;2800
Meppel;119;0119::SB9;Beatrixschool;7942EA;52,70316916;6,193003849;917;1269;0,722616233;0;1;0;352;83;81;158;158;93;87;29;73;4;38;36;4;3;53;12;1;0;1;3;0;0;0;3;3;5;PVV;PVV;CDA;35;15;20;15;;15;5;;90;;;10;;;;5;3,3;10;;;;;;10;;;;90;;;;186;970;3150
Meppel;119;0119::SB10;School De Woldstroom;7942AH;52,70209941;6,194980091;978;1282;0,762870515;0;1;0;304;100;74;155;175;92;121;39;105;4;28;47;1;4;12;12;2;0;0;4;0;1;0;4;3;6;SP;PVV;D66;35;20;15;;5;10;10;10;90;10;;20;5;10;;;1,8;20;;20;;;;;;;;;;;;115;970;2020
Meppel;119;0119::SB11;Clubhuis Blue Devils;7944PA;52,68506916;6,172911843;1508;1811;0,832689122;0;1;0;303;447;83;109;82;191;222;135;121;6;36;29;3;2;11;25;0;0;0;1;0;0;0;1;6;5;VVD;D66;CDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meppel;119;0119::SB12;Woon-zorgcentrum Reestoord;7944EJ;52,69175826;6,185670486;795;1078;0,737476809;0;1;0;283;139;73;109;101;103;77;61;54;4;19;28;1;3;8;10;1;0;0;3;0;0;0;1;3;5;VVD;PVV;CDA;135;40;95;5;5;20;5;100;90;10;10;25;15;5;;;1,5;135;;;25;110;;;;;20;;25;135;20;;1390;1570
Meppel;119;0119::SB13;Het Anker (voormalig wzc A.B.C.);7944BB;52,68477091;6,19389774;1015;1389;0,730741541;0;1;0;374;256;66;108;88;177;92;87;68;7;16;31;0;3;0;13;1;0;0;1;0;0;0;1;5;3;VVD;CDA;PVV;50;15;35;;;;;50;100;;;45;40;5;;;1,1;110;;;110;;;;;;40;;;110;65;;770;1870
Meppel;119;0119::SB17;Wijkcentrum Oosterboer;7943EZ;52,69909303;6,217265197;1384;1465;0,944709898;0;1;0;81;321;116;112;129;202;190;91;118;3;28;42;0;3;1;17;4;0;0;3;0;2;0;1;5;6;VVD;CDA;D66;50;25;25;5;5;15;15;5;100;;;20;;5;;10;2,6;20;;;;;20;;;;;90;;;;190;1330;3470
Meppel;119;0119::SB18;Het Erf (H. van Boeijen);7943TA;52,69770228;6,229829155;1359;1434;0,947698745;0;1;0;75;348;109;97;105;160;217;78;128;12;32;25;2;1;7;22;3;0;0;2;0;1;0;1;6;5;VVD;D66;CDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meppel;119;0119::SB19;Verpleeghuis Reggersoord;7943KC;52,68982444;6,21730727;287;367;0,782016349;0;1;0;80;88;16;30;20;39;29;6;37;2;7;5;1;1;0;5;0;0;0;1;0;0;0;1;5;8;VVD;CDA;GL;55;15;40;;;;;55;90;;;;;;;;;100;;;;;;;100;;100;;;100;70;;;
Meppel;119;0119::SB21;Woon-zorgcentrum Het Kerspel;7948BK;52,73322288;6,164278508;1196;1383;0,864786696;0;1;0;187;325;71;80;90;281;131;57;67;8;24;36;3;1;1;14;1;0;0;4;0;0;0;1;5;6;VVD;CDA;D66;50;20;30;;;;;40;100;;;25;20;5;;;1,4;40;;;10;;30;;;;90;10;35;30;;118;1390;2310
Meppel;119;0119::SB22;Dorpshuis De Schalle;7948AA;52,73050019;6,164331036;1267;1478;0,857239513;0;1;0;211;315;76;113;102;318;118;54;78;6;11;42;1;4;0;22;1;1;0;5;0;0;0;5;1;6;CDA;VVD;D66;35;15;20;15;;10;5;;100;;;15;;;;5;2,8;10;10;;;;;;;;60;40;;5;;152;2550;3270
Middelburg;687;0687::SB1;Willibrord Verpleeghuis;4331AC;51,49935621;3,612453589;1365;1481;0,921674544;0;1;0;116;262;111;82;106;114;220;71;225;18;88;20;5;3;8;20;0;0;1;6;2;1;0;1;8;6;VVD;GL;D66;70;20;50;;;;5;55;90;10;;10;5;;;;1,4;55;;10;;;;;40;;20;;;50;;;1290;2480
Middelburg;687;0687::SB2;Acaciahof;4331RW;51,50259202;3,616683146;1032;1433;0,720167481;0;1;0;401;210;100;55;67;82;181;50;154;20;72;16;0;4;1;11;1;1;0;4;1;0;1;1;6;8;VVD;D66;GL;15;5;5;;;;;10;100;;;5;;;;;1,9;5;5;;;;;;;;;;;;;311;2330;3550
Middelburg;687;0687::SB3;Ver.gebouw Gasthuiskerk;4331HZ;51,49858499;3,616396532;1000;1258;0,79491256;0;1;0;258;199;85;60;105;70;155;47;142;21;64;21;1;0;1;21;1;0;0;4;0;1;2;1;6;8;VVD;D66;GL;5;;;;;;;;;;;5;5;;;;1;5;;;;;;5;;;;;;5;;118;520;1540
Middelburg;687;0687::SB4;Wijkcentrum Van Cittershoff;4333KZ;51,52810332;3,60388125;767;896;0,856026786;0;1;0;129;132;34;27;41;170;53;71;65;115;30;21;0;3;0;4;0;0;0;1;0;0;0;5;1;9;CDA;VVD;SGP;15;10;5;;;;5;5;90;;;5;;5;;;2,4;5;5;;;;;;;;;;;;;176;1610;2170
Middelburg;687;0687::SB5;Zorgcentrum Eben-Haezer;4334GP;51,50492481;3,59361559;974;1138;0,855887522;0;1;0;164;174;62;53;56;157;91;86;83;131;41;20;0;5;2;11;0;0;0;1;0;1;0;1;5;9;VVD;CDA;SGP;70;20;50;;;;;70;100;;;15;10;;;;1,1;75;;;;;;;75;;20;;;75;10;;630;1420
Middelburg;687;0687::SB6;t Gasthuis;4331RN;51,50365344;3,611083245;1342;1620;0,828395062;0;1;0;278;192;121;64;137;175;143;76;179;89;71;48;0;3;6;28;1;0;0;4;0;2;2;1;8;5;VVD;GL;CDA;15;5;10;;;;;15;90;;;;;;;;;;;;;;;;;;;;;;;;;
Middelburg;687;0687::SB7;Hof van Buren;4332VA;51,50715225;3,621220983;1155;1573;0,734265734;0;1;0;418;236;108;82;96;142;130;83;113;52;61;32;1;2;1;15;0;0;0;0;0;0;0;1;5;6;VVD;CDA;D66;35;20;15;;;10;5;15;90;;;25;20;5;;;1,4;30;10;;;;;;20;;;;;20;;122;700;1880
Middelburg;687;0687::SB8;Wijkgebouw 't Bolwerk;4331TB;51,50307732;3,619708736;732;1070;0,68411215;0;1;0;338;122;52;54;63;52;97;44;114;42;53;16;2;2;2;11;1;0;1;4;0;0;0;1;8;6;VVD;GL;D66;20;10;10;5;;5;5;5;100;;;10;10;;;;1,8;10;10;;;;;;;;;80;;;;157;1380;2000
Middelburg;687;0687::SB9;Praktijkschool Het Bolwerk;4336LM;51,48689314;3,609989219;967;1202;0,804492512;0;1;0;235;211;93;51;82;110;110;54;99;62;24;37;1;1;3;19;0;0;0;3;2;1;1;1;5;5;VVD;CDA;CDA;50;20;30;15;10;5;20;;90;;;20;;5;;5;2,9;20;;;;;20;;;;;100;;;;226;1310;3610
Middelburg;687;0687::SB10;Durps'uus op d'n oek;4339AK;51,48248319;3,656317534;907;1048;0,865458015;0;1;0;141;162;36;90;94;145;60;62;67;95;32;37;0;7;0;13;2;0;1;0;0;1;0;1;5;9;VVD;CDA;SGP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Middelburg;687;0687::SB12;Kindcentrum De Aventurijn;4334BA;51,50275478;3,595794497;1137;1322;0,860060514;0;1;0;185;186;87;58;126;119;130;69;167;70;63;18;2;6;1;20;4;0;0;5;0;0;1;1;8;6;VVD;GL;D66;15;5;5;;;;;5;60;;;10;10;;;;1,3;15;;;15;;;;;;;80;;15;;55;1040;1120
Middelburg;687;0687::SB14;Kerkgebouw de Hoeksteen;4337JC;51,49269949;3,624785934;1654;1899;0,870984729;0;1;0;245;179;120;250;259;143;141;84;184;38;68;58;2;9;76;32;0;1;1;4;1;2;0;4;3;8;SP;PVV;GL;70;35;35;20;5;20;15;;70;10;20;25;5;;;15;2,8;25;;;25;;;;;;;80;;;;136;1350;2730
Middelburg;687;0687::SB16;Ter Hoogekerk;4335EH;51,49210581;3,596803491;1193;2015;0,592059553;0;0;1;822;150;70;81;115;139;82;84;117;248;46;19;0;3;14;16;0;0;4;2;0;0;1;9;1;5;SGP;VVD;CDA;15;10;5;;;10;;;90;;;10;10;;;;1,4;10;;;10;;;;;;80;;10;10;;88;1150;1430
Middelburg;687;0687::SB17;De Ontmoetingskerk;4335PA;51,49053911;3,602519156;1249;1661;0,751956653;0;1;0;412;140;107;146;172;105;136;90;139;68;59;33;0;2;26;17;0;0;1;6;0;0;1;4;3;1;SP;PVV;VVD;35;20;20;10;5;5;10;;40;30;40;15;5;;;;2,5;15;;15;;;;;;;60;40;10;;;119;1470;2950
Middelburg;687;0687::SB19;Het Getij;4335PH;51,49034569;3,602063675;1364;1455;0,937457045;0;1;0;91;167;116;139;212;142;136;70;124;67;45;59;2;4;48;19;2;0;0;6;0;1;3;4;1;5;SP;VVD;CDA;15;5;5;;;;;;50;50;;10;5;;;;1,6;5;;5;;;;;;;;;;;;135;1040;1600
Middelburg;687;0687::SB20;Wijkcentrum Palet;4336XA;51,48601873;3,617926285;1663;2137;0,77819373;0;1;0;474;248;119;219;218;198;166;94;142;53;43;61;2;1;65;24;2;0;0;4;0;2;0;1;3;4;VVD;PVV;SP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Middelburg;687;0687::SB21;Scalda Ravensteijnweg;4337PG;51,4872238;3,632736814;1077;1372;0,784985423;0;1;0;295;327;41;108;47;130;118;52;75;57;39;17;1;3;18;41;0;0;0;1;0;0;1;1;5;6;VVD;CDA;D66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Middelburg;687;0687::SB22;R.K. Franciscusschool;4337AL;51,4870152;3,624397278;864;1314;0,657534247;0;1;0;450;152;60;114;115;77;94;67;83;17;36;25;0;3;4;9;0;0;0;3;0;1;1;1;4;3;VVD;SP;PVV;60;30;30;10;5;10;25;15;90;;10;25;;10;;10;2,4;25;;;;20;5;;;;;100;;;;178;1370;2740
Middelburg;687;0687::SB23;Rustenburg;4337EE;51,49104798;3,622315236;1047;1660;0,630722892;0;0;1;613;134;73;121;178;113;78;72;130;31;37;49;0;0;8;13;0;0;0;6;0;3;0;4;1;8;SP;VVD;GL;50;10;40;;;;;50;90;;;5;5;;;;1;55;;;;55;;;;;;;;55;40;;;
Middelburg;687;0687::SB25;Het Talent;4333BW;51,5100889;3,610652175;1317;1156;1;1;0;0;0;253;132;42;99;172;186;94;157;82;58;16;0;3;2;14;0;0;0;6;1;0;0;1;6;5;VVD;D66;CDA;10;;5;;;;;;90;;;5;;;;;2;5;;;;5;;;;;;;;;;320;2670;3750
Middelburg;687;0687::SB26;Wijkcentrum Palet;4336XA;51,48601873;3,617926285;1772;1973;0,898124683;0;1;0;201;294;130;220;234;184;181;79;139;79;47;64;4;4;79;19;0;0;0;5;0;2;0;1;4;3;VVD;SP;PVV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Middelburg;687;0687::SB28;Zeeuwse Bibliotheek;4331JE;51,49653367;3,616137691;1156;945;1;1;0;0;0;223;108;84;102;111;176;51;158;40;53;25;1;3;6;9;0;0;0;2;0;1;2;1;6;8;VVD;D66;GL;5;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;
Middelburg;687;0687::SB29;Hof van Buren;4332VA;51,50715225;3,621220983;1260;1245;1;1;0;0;0;246;106;103;120;144;153;90;155;23;52;28;1;2;2;27;0;0;0;4;0;0;3;1;8;6;VVD;GL;D66;35;20;15;;;10;5;15;90;;;25;20;5;;;1,4;30;10;;;;;;20;;;;;20;;122;700;1880
Middelburg;687;0687::SB31;Verenigingsgebouw achter Hervormde Kerk;4341EP;51,50032034;3,673530527;986;1343;0,734177215;0;1;0;357;101;23;161;54;123;29;113;16;319;12;20;0;3;0;9;0;0;0;2;0;0;1;9;3;5;SGP;PVV;CDA;15;5;5;;;;;5;100;;;5;;;;;1,9;10;10;;;;;;;;;80;;;;139;2140;2510
Middelburg;687;0687::SB32;Dorpshuis de Arne;4341GX;51,49999505;3,678926526;917;1085;0,84516129;0;1;0;168;90;19;126;39;90;27;135;16;320;12;24;1;1;1;13;0;1;0;2;0;0;0;9;7;3;SGP;CU;PVV;30;15;15;5;;5;5;10;90;;;15;5;5;;;1,8;15;;10;;;;;;;30;70;5;;;128;1350;1820
Middelburg;687;0687::SB33;t Vierschip;4341LE;51,50715295;3,674360162;1367;1519;0,899934167;0;1;0;152;232;47;223;67;198;55;143;29;292;11;34;1;7;1;26;0;0;0;1;0;0;0;9;1;3;SGP;VVD;PVV;85;40;45;15;15;20;30;5;100;;;30;5;10;;15;2,8;30;;;;5;25;;;;20;80;5;;;224;1360;4060
Midden-Delfland;1842;1842::SB1;Dienstencentrum Kickerthoek;2635JM;52,00329801;4,330111738;1183;1464;0,808060109;0;1;0;281;341;70;94;40;248;154;61;107;7;16;19;0;2;1;13;1;0;0;5;0;2;1;1;5;6;VVD;CDA;D66;50;15;40;;;;5;45;90;;;45;40;5;;;1,1;45;;;;;45;;;;100;;;45;;153;680;2290
Midden-Delfland;1842;1842::SB2;De Hoornbloem 1;2635HD;52,00086182;4,331176416;1634;1480;1;1;0;0;0;494;70;145;75;242;241;42;164;6;36;40;3;9;12;36;1;0;1;9;0;1;1;1;5;6;VVD;CDA;D66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Midden-Delfland;1842;1842::SB3;De Hoornbloem 2;2635HD;52,00086182;4,331176416;1627;1483;1;1;0;0;0;479;79;145;70;239;263;64;119;8;47;45;1;4;14;38;0;0;2;6;0;1;1;1;6;5;VVD;D66;CDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Midden-Delfland;1842;1842::SB4;Schoolwoning;2635MH;52,00133947;4,326182656;1055;1676;0,62947494;0;0;1;621;396;32;123;20;143;181;29;54;4;23;13;2;7;1;25;1;0;0;0;0;0;0;1;6;5;VVD;D66;CDA;145;75;70;35;30;25;55;;80;10;10;40;;10;;30;3,5;45;;;;;;20;25;;;100;;;;355;1030;4040
Midden-Delfland;1842;1842::SB5;Singelhof 1;3155AL;51,93356823;4,272675863;1515;1711;0,885447107;0;1;0;196;532;46;164;43;308;154;73;62;10;22;32;1;6;6;47;0;0;1;5;0;0;0;1;5;3;VVD;CDA;PVV;295;130;165;30;15;45;60;145;90;0;;160;85;50;;30;1,8;170;;;125;30;20;;;;60;40;90;100;10;226;1080;2380
Midden-Delfland;1842;1842::SB6;Singelhof 2;3155AL;51,93356823;4,272675863;1561;1730;0,902312139;0;1;0;169;536;50;152;35;338;158;91;64;16;36;37;2;8;1;31;0;1;1;2;0;0;0;1;5;6;VVD;CDA;D66;295;130;165;30;15;45;60;145;90;0;;160;85;50;;30;1,8;170;;;125;30;20;;;;60;40;90;100;10;226;1080;2380
Midden-Delfland;1842;1842::SB7;De Oude Pastorie;3155AM;51,93630646;4,271963926;1457;1638;0,889499389;0;1;0;181;477;51;162;71;299;138;52;74;12;35;31;0;6;1;44;0;1;0;0;0;0;3;1;5;3;VVD;CDA;PVV;15;10;5;;;5;;;90;;;10;5;;;;1,5;10;10;;;;;;;;;;;;;283;1490;2800
Midden-Delfland;1842;1842::SB8;Dienstencentrum Korpershoek;2636JA;51,97402762;4,311585578;1009;1633;0,6178812;0;0;1;624;300;35;72;46;257;124;25;55;6;24;30;0;4;5;19;0;0;0;6;0;0;0;1;5;6;VVD;CDA;D66;35;15;20;5;;;10;15;80;;;15;5;5;;;2;15;;;;;;15;;;70;30;10;10;;251;960;3190
Midden-Delfland;1842;1842::SB9;De Dorpshoeve;2636GM;51,97651951;4,316643866;1888;1659;1;1;0;0;0;580;98;176;82;332;241;75;138;8;53;34;4;8;3;43;3;0;0;3;0;1;1;1;5;6;VVD;CDA;D66;20;15;;;10;;;;90;;;10;10;;;;1,6;5;5;;;;;;;;;;;;;296;1390;4510
Midden-Delfland;1842;1842::SB10;WoonZorgCentrum Akkerleven;2636JJ;51,97163139;4,313093595;66;67;0,985074627;1;0;0;1;14;5;1;2;25;8;2;4;0;1;3;0;0;0;1;0;0;0;0;0;0;0;5;1;6;CDA;VVD;D66;115;40;75;;5;15;20;75;90;0;;10;;;;;2,8;80;;;;;;;80;;80;10;;70;5;;1080;1740
Midden-Drenthe;1731;1731::SB1;Gemeentehuis Beilen;9411NB;52,86043154;6,514827867;1293;1290;1;1;0;0;0;297;127;130;121;197;160;44;84;10;38;35;2;7;3;29;3;0;2;1;0;3;0;1;5;6;VVD;CDA;D66;25;10;10;;;;;15;100;;;10;;5;;;2;10;;10;;;;;;;;70;;;;165;1640;2650
Midden-Drenthe;1731;1731::SB2;Wooncentrum 't Stroomdal;9411KD;52,85644358;6,509655011;1099;1355;0,811070111;0;1;0;256;218;127;99;112;219;102;39;100;8;21;45;0;2;0;4;0;0;0;2;0;0;0;5;1;2;CDA;VVD;PvDA;165;55;110;;;;5;160;100;;;135;100;35;;;1,2;135;;;135;;;;;;100;;135;135;;62;;
Midden-Drenthe;1731;1731::SB3;Buurtgebouw De Raat;9411GV;52,86295836;6,504290267;1374;1474;0,932157395;0;1;0;100;155;181;239;228;200;121;49;104;3;13;43;2;6;0;21;1;1;2;1;0;3;0;3;4;5;PVV;SP;CDA;10;5;5;;;;5;;100;;;5;;;;;2,4;5;;;;;;;;;;;;;;161;;4060
Midden-Drenthe;1731;1731::SB4;Zorgcentrum De Wester Es;9411LB;52,86207063;6,516083384;1036;1710;0,605847953;0;0;1;674;177;137;97;117;211;87;38;76;12;12;45;1;4;0;16;0;0;0;3;0;2;0;5;1;2;CDA;VVD;PvDA;35;;35;;;;;35;100;;;;;;;;;;;;;;;;;;;;;;;;;
Midden-Drenthe;1731;1731::SB5;Zalencentrum De Valkenhof;9411LG;52,86454746;6,516691897;1505;1828;0,823304158;0;1;0;323;335;135;153;132;288;180;69;108;7;9;45;1;3;0;30;1;0;1;5;1;1;0;1;5;6;VVD;CDA;D66;45;25;20;;;10;20;;90;;;15;10;;;;1,5;40;;10;;;;25;;;90;;35;30;;;1650;1890
Midden-Drenthe;1731;1731::SB6;Dorpshuis De Dorpshoeve;9415PG;52,89406233;6,49751754;708;813;0,870848708;0;1;0;105;136;42;85;60;164;57;37;37;5;19;41;2;5;0;14;1;0;0;3;0;0;0;5;1;3;CDA;VVD;PVV;35;15;20;5;;5;10;10;90;;;15;;5;;;2,3;15;;10;;;;;;;;90;;;;209;2370;3210
Midden-Drenthe;1731;1731::SB7;Dorpshuis 't Haolerhoes;9414AV;52,9201077;6,53925374;1007;1129;0,89193977;0;1;0;122;250;93;82;77;140;91;107;63;19;26;26;3;6;0;19;0;0;1;4;0;0;0;1;5;7;VVD;CDA;CU;20;10;10;;;;10;5;100;;;10;5;;;;1,8;10;;10;;;;;;;40;60;5;;;149;1780;2590
Midden-Drenthe;1731;1731::SB8;Dorpshuis De Weidehoek;9418PB;52,81655904;6,516099162;1234;1517;0,813447594;0;1;0;283;300;80;138;116;255;88;42;83;12;30;52;3;3;0;21;0;2;1;2;0;1;0;1;5;3;VVD;CDA;PVV;30;15;15;;5;;15;10;100;;;15;;10;;;2;15;;10;;;;;;;;100;;;;172;2230;3820
Midden-Drenthe;1731;1731::SB9;t aole gemientehoes;9431AD;52,85043525;6,60982522;1376;1345;1;1;0;0;0;402;110;106;107;235;150;38;104;16;47;30;3;2;0;19;0;1;1;3;0;2;0;1;5;6;VVD;CDA;D66;10;5;5;;;;;;100;;;5;;;;;1,8;5;5;;;;;;;;;;;;;305;;
Midden-Drenthe;1731;1731::SB10;Buurthuis Annie Londo;9431CW;52,85426532;6,605899888;821;1031;0,796314258;0;1;0;210;169;96;94;102;120;90;10;63;3;21;36;1;0;0;13;0;1;0;2;0;0;0;1;5;4;VVD;CDA;SP;15;10;5;;;;5;;100;;;5;;;;;2,5;5;;5;;;;;;;;;;;;137;1180;3080
Midden-Drenthe;1731;1731::SB11;MFA De Groene Borg;9431MK;52,86142276;6,608223157;1204;1311;0,918382914;0;1;0;107;289;140;76;112;169;180;35;107;4;41;31;0;2;0;12;1;0;0;1;0;2;0;1;6;5;VVD;D66;CDA;65;30;30;15;10;10;20;10;100;;;20;;10;;10;3;20;;;;;;20;;;;100;;;;281;1570;3560
